Ticket_ID,Issue_Category,Priority,Status,Created_Date,Resolved_Date,SLA_Hours,Assigned_Agent,Department,User_Rating,Branch,Resolution_Time_Hours,SLA_Status,Agent_Id,Agent_Name,,
TKT-103173,Email Problem,Critical,In Progress,03-10-2023,07-10-2023,36,AGN-174,Support,3,Bangalore,9.953095747,Met,AGN-174,Anjali,,Agent_9
TKT-101667,Network Issue,Critical,In Progress,12-01-2023,12-01-2023,36,AGN-127,Support,1,Bangalore,3.305172643,Met,AGN-127,Sanjay,,Agent_14
TKT-109829,Login Issue,Medium,Open,25-11-2023,28-11-2023,36,AGN-188,Support,5,Bangalore,15.38047326,Met,AGN-188,Kavya,,Agent_7
TKT-104114,Software Bug,Critical,Resolved,11-09-2023,14-09-2023,36,AGN-110,IT,4,Bangalore,16.53428276,Met,AGN-110,Rohit,,Agent_20
TKT-103553,Hardware Failure,Low,Open,25-10-2023,02-11-2023,36,AGN-182,IT,1,Bangalore,98.90430715,Breached,AGN-182,Nisha,,Agent_5
TKT-107761,System Crash,High,Open,19-12-2023,26-12-2023,36,AGN-115,Finance,3,Bangalore,26.54130395,Met,AGN-115,Deepak,,Agent_8
TKT-101000,Performance Issue,Medium,Resolved,16-09-2023,20-09-2023,36,AGN-155,IT,4,Bangalore,6.880498052,Met,AGN-155,Aishwarya,,Agent_5
TKT-109042,Login Issue,Low,Open,16-02-2023,23-02-2023,36,AGN-187,Finance,1,Bangalore,17.62051322,Met,AGN-187,Prakash,,Agent_1
TKT-101388,Network Issue,Critical,In Progress,24-02-2023,01-03-2023,36,AGN-104,HR,2,Bangalore,24.59652532,Met,AGN-104,Sunita,,Agent_11
TKT-105450,Performance Issue,Medium,Resolved,15-10-2023,19-10-2023,36,AGN-154,Finance,3,Bangalore,93.00036432,Breached,AGN-154,Harish,,Agent_8
TKT-103712,Software Bug,High,In Progress,05-07-2023,10-07-2023,36,AGN-134,Support,3,Bangalore,25.7616572,Met,AGN-134,Swathi,,Agent_9
TKT-101367,Login Issue,Critical,Resolved,10-05-2023,11-05-2023,36,AGN-203,HR,4,Bangalore,14.45536753,Met,AGN-203,Anil,,Agent_13
TKT-108189,Email Problem,Critical,Resolved,28-12-2023,30-12-2023,36,AGN-184,Finance,2,Bangalore,12.27154296,Met,AGN-184,Bhavya,,Agent_3
TKT-109013,Performance Issue,Low,In Progress,24-04-2023,29-04-2023,36,AGN-128,IT,1,Bangalore,11.23556882,Met,AGN-128,Mahesh,,Agent_15
TKT-100454,System Crash,Medium,In Progress,25-08-2023,31-08-2023,36,AGN-176,HR,1,Bangalore,26.99897656,Met,AGN-176,Lakshmi,,Agent_12
TKT-109816,Email Problem,Medium,Open,16-02-2023,21-02-2023,36,AGN-155,Support,3,Bangalore,20.25816933,Met,AGN-155,Kiran,,Agent_4
TKT-102772,Email Problem,Medium,Resolved,28-10-2023,04-11-2023,36,AGN-105,IT,3,Bangalore,26.37223028,Met,AGN-105,Preeti,,Agent_11
TKT-103726,System Crash,Low,Resolved,30-09-2023,04-10-2023,36,AGN-127,Finance,1,Bangalore,16.83606264,Met,AGN-127,Ramesh,,Agent_12
TKT-107232,Login Issue,Critical,Resolved,23-10-2023,24-10-2023,36,AGN-170,Operations,4,Bangalore,9.101601524,Met,AGN-170,Shalini,,Agent_16
TKT-104806,Performance Issue,High,In Progress,20-08-2023,20-08-2023,36,AGN-148,IT,3,Bangalore,17.29001726,Met,AGN-148,Vikas,,Agent_10
TKT-102190,System Crash,Medium,In Progress,25-03-2023,30-03-2023,36,AGN-175,Finance,3,Bangalore,8.899689016,Met,AGN-175,Anjali,,Agent_6
TKT-109108,System Crash,Medium,Resolved,11-03-2023,12-03-2023,36,AGN-130,Finance,3,Bangalore,22.69044297,Met,AGN-130,Sanjay,,Agent_3
TKT-102875,Hardware Failure,Low,Open,10-11-2023,17-11-2023,36,AGN-177,Finance,5,Bangalore,10.20636909,Met,AGN-177,Kavya,,Agent_9
TKT-105592,Login Issue,Medium,Resolved,10-10-2023,15-10-2023,36,AGN-197,Support,2,Bangalore,8.975856446,Met,AGN-197,Rohit,,Agent_18
TKT-101440,Software Bug,Critical,In Progress,22-03-2023,28-03-2023,36,AGN-189,IT,1,Bangalore,9.821352091,Met,AGN-189,Nisha,,Agent_5
TKT-108927,Login Issue,Critical,Resolved,14-12-2023,18-12-2023,36,AGN-196,IT,2,Bangalore,19.42669139,Met,AGN-196,Deepak,,Agent_6
TKT-106059,Login Issue,Medium,In Progress,07-06-2023,09-06-2023,36,AGN-196,HR,2,Bangalore,16.61812097,Met,AGN-196,Aishwarya,,Agent_5
TKT-107010,Performance Issue,Critical,In Progress,04-03-2023,12-03-2023,36,AGN-142,HR,3,Bangalore,5.609412483,Met,AGN-142,Prakash,,Agent_7
TKT-107117,Network Issue,Low,Open,01-05-2023,03-05-2023,36,AGN-131,Operations,3,Bangalore,4.399398942,Met,AGN-131,Sunita,,Agent_3
TKT-109153,System Crash,High,In Progress,14-02-2023,15-02-2023,36,AGN-146,Support,2,Bangalore,26.16030278,Met,AGN-146,Harish,,Agent_5
TKT-102989,Hardware Failure,Low,Open,08-01-2023,17-01-2023,36,AGN-174,HR,2,Bangalore,25.06490891,Met,AGN-174,Swathi,,Agent_4
TKT-109218,Login Issue,Medium,In Progress,23-01-2023,29-01-2023,36,AGN-118,Support,5,Bangalore,22.4522272,Met,AGN-118,Anil,,Agent_18
TKT-106228,Login Issue,High,Open,04-12-2023,07-12-2023,36,AGN-135,Finance,3,Bangalore,13.24949433,Met,AGN-135,Bhavya,,Agent_12
TKT-106471,Email Problem,Critical,Open,11-07-2023,16-07-2023,36,AGN-137,Finance,2,Bangalore,28.68459934,Met,AGN-137,Mahesh,,Agent_5
TKT-102863,Hardware Failure,High,In Progress,11-03-2023,15-03-2023,36,AGN-116,IT,5,Bangalore,6.704513345,Met,AGN-116,Lakshmi,,Agent_1
TKT-101177,Login Issue,Critical,Open,25-01-2023,03-02-2023,36,AGN-142,Operations,3,Bangalore,28.50139328,Met,AGN-142,Kiran,,Agent_11
TKT-104760,Hardware Failure,Critical,Open,12-12-2023,17-12-2023,36,AGN-170,HR,4,Bangalore,26.85118495,Met,AGN-170,Preeti,,Agent_13
TKT-100011,Performance Issue,Critical,In Progress,29-03-2023,29-03-2023,36,AGN-192,HR,3,Bangalore,24.44612629,Met,AGN-192,Ramesh,,Agent_2
TKT-105252,Login Issue,High,Open,04-09-2023,06-09-2023,36,AGN-199,Support,1,Bangalore,7.662258573,Met,AGN-199,Shalini,,Agent_11
TKT-104399,Software Bug,High,Resolved,14-12-2023,17-12-2023,36,AGN-130,Operations,5,Bangalore,23.54967035,Met,AGN-130,Vikas,,Agent_18
TKT-108234,Software Bug,Low,Resolved,21-06-2023,23-06-2023,36,AGN-188,Finance,4,Bangalore,8.749935459,Met,AGN-188,Anjali,,Agent_5
TKT-109135,Hardware Failure,Medium,In Progress,14-11-2023,16-11-2023,36,AGN-201,IT,5,Bangalore,1.517029764,Met,AGN-201,Sanjay,,Agent_19
TKT-105445,Network Issue,High,In Progress,23-11-2023,30-11-2023,36,AGN-147,IT,4,Bangalore,20.81002909,Met,AGN-147,Kavya,,Agent_6
TKT-106570,Performance Issue,Critical,Open,24-06-2023,03-07-2023,36,AGN-106,HR,4,Bangalore,8.603501721,Met,AGN-106,Rohit,,Agent_1
TKT-109196,Hardware Failure,Medium,Open,13-06-2023,19-06-2023,36,AGN-197,HR,3,Bangalore,7.988556887,Met,AGN-197,Nisha,,Agent_10
TKT-108212,System Crash,Low,Resolved,08-03-2023,14-03-2023,36,AGN-116,IT,4,Bangalore,2.718347423,Met,AGN-116,Deepak,,Agent_17
TKT-100406,Performance Issue,Critical,In Progress,19-06-2023,28-06-2023,36,AGN-115,HR,4,Bangalore,1.026087417,Met,AGN-115,Aishwarya,,Agent_19
TKT-109206,Email Problem,Medium,In Progress,03-04-2023,08-04-2023,36,AGN-106,IT,1,Bangalore,17.81106817,Met,AGN-106,Prakash,,Agent_6
TKT-104431,Network Issue,Critical,Open,02-10-2023,03-10-2023,36,AGN-121,Operations,3,Bangalore,93.52809538,Breached,AGN-121,Sunita,,Agent_16
TKT-105243,Hardware Failure,Critical,In Progress,26-10-2023,30-10-2023,36,AGN-168,Operations,1,Bangalore,7.619307559,Met,AGN-168,Harish,,Agent_8
TKT-106542,Hardware Failure,High,Resolved,10-07-2023,14-07-2023,36,AGN-147,Finance,2,Bangalore,22.50010961,Met,AGN-147,Swathi,,Agent_3
TKT-106936,System Crash,Medium,In Progress,14-01-2023,21-01-2023,36,AGN-163,Operations,1,Bangalore,2.844077758,Met,AGN-163,Anil,,Agent_19
TKT-108906,Network Issue,Low,In Progress,25-03-2023,27-03-2023,36,AGN-186,Operations,2,Bangalore,6.783952785,Met,AGN-186,Bhavya,,Agent_16
TKT-104146,Login Issue,High,Open,22-04-2023,23-04-2023,36,AGN-144,IT,5,Bangalore,26.03139425,Met,AGN-144,Mahesh,,Agent_11
TKT-100140,Network Issue,High,In Progress,19-08-2023,23-08-2023,36,AGN-108,Support,2,Bangalore,20.0571369,Met,AGN-108,Lakshmi,,Agent_7
TKT-104882,Hardware Failure,Medium,Resolved,15-10-2023,16-10-2023,36,AGN-134,Finance,2,Bangalore,15.88175807,Met,AGN-134,Kiran,,Agent_11
TKT-106012,Software Bug,Low,Open,07-01-2023,07-01-2023,36,AGN-139,IT,1,Bangalore,17.08139523,Met,AGN-139,Preeti,,Agent_3
TKT-100963,Performance Issue,Critical,In Progress,11-08-2023,15-08-2023,36,AGN-125,Finance,3,Bangalore,24.81175736,Met,AGN-125,Ramesh,,Agent_5
TKT-107151,Software Bug,Critical,In Progress,29-05-2023,01-06-2023,36,AGN-106,Operations,3,Bangalore,28.38429552,Met,AGN-106,Shalini,,Agent_5
TKT-108564,Performance Issue,Medium,In Progress,16-10-2023,19-10-2023,36,AGN-159,Operations,2,Bangalore,16.61124389,Met,AGN-159,Vikas,,Agent_4
TKT-103610,Hardware Failure,Low,Resolved,03-05-2023,12-05-2023,36,AGN-156,Support,2,Bangalore,4.148372359,Met,AGN-156,Anjali,,Agent_3
TKT-109884,Login Issue,High,Open,04-12-2023,11-12-2023,36,AGN-147,Finance,1,Bangalore,22.63995813,Met,AGN-147,Sanjay,,Agent_14
TKT-106894,Login Issue,Medium,Resolved,05-10-2023,08-10-2023,36,AGN-189,HR,5,Bangalore,2.664489172,Met,AGN-189,Kavya,,Agent_16
TKT-107311,Login Issue,Medium,Resolved,03-05-2023,04-05-2023,36,AGN-197,Operations,3,Bangalore,20.73494354,Met,AGN-197,Rohit,,Agent_6
TKT-100105,Network Issue,Critical,Open,16-10-2023,16-10-2023,36,AGN-125,Finance,5,Bangalore,15.15417944,Met,AGN-125,Nisha,,Agent_13
TKT-105539,Performance Issue,Critical,In Progress,24-06-2023,03-07-2023,36,AGN-200,Finance,1,Bangalore,76.56913555,Breached,AGN-200,Deepak,,Agent_6
TKT-109873,Email Problem,Low,Resolved,30-11-2023,04-12-2023,36,AGN-174,IT,3,Bangalore,75.79177836,Breached,AGN-174,Aishwarya,,Agent_3
TKT-106787,Login Issue,High,Open,25-07-2023,31-07-2023,36,AGN-110,HR,3,Bangalore,8.592510536,Met,AGN-110,Prakash,,Agent_2
TKT-102137,Hardware Failure,Low,Open,27-10-2023,31-10-2023,36,AGN-103,Operations,1,Bangalore,21.12363688,Met,AGN-103,Sunita,,Agent_14
TKT-104445,Hardware Failure,High,Open,11-12-2023,15-12-2023,36,AGN-136,Finance,3,Bangalore,17.61946123,Met,AGN-136,Harish,,Agent_17
TKT-103530,Hardware Failure,Low,Open,24-11-2023,01-12-2023,36,AGN-145,HR,2,Bangalore,14.96180342,Met,AGN-145,Swathi,,Agent_15
TKT-101286,Performance Issue,Medium,Resolved,12-10-2023,12-10-2023,36,AGN-164,Operations,1,Bangalore,17.10975629,Met,AGN-164,Anil,,Agent_7
TKT-107052,Hardware Failure,Low,In Progress,26-08-2023,29-08-2023,36,AGN-197,Operations,5,Bangalore,4.182525177,Met,AGN-197,Bhavya,,Agent_14
TKT-103654,Email Problem,Medium,In Progress,28-05-2023,03-06-2023,36,AGN-139,Support,5,Bangalore,26.47996157,Met,AGN-139,Mahesh,,Agent_13
TKT-107102,Hardware Failure,Medium,Open,26-08-2023,03-09-2023,36,AGN-153,IT,5,Bangalore,1.880844009,Met,AGN-153,Lakshmi,,Agent_9
TKT-102359,Email Problem,Critical,Open,03-06-2023,10-06-2023,36,AGN-192,HR,5,Bangalore,43.78692512,Breached,AGN-192,Kiran,,Agent_2
TKT-108105,Email Problem,Low,Resolved,13-06-2023,18-06-2023,36,AGN-110,Finance,1,Bangalore,8.108078667,Met,AGN-110,Preeti,,Agent_9
TKT-108636,Email Problem,High,Open,29-10-2023,05-11-2023,36,AGN-142,Operations,2,Bangalore,10.08642596,Met,AGN-142,Ramesh,,Agent_11
TKT-106441,Network Issue,High,Open,13-04-2023,17-04-2023,36,AGN-203,IT,1,Bangalore,4.290321146,Met,AGN-203,Shalini,,Agent_11
TKT-105047,Performance Issue,Critical,In Progress,16-04-2023,22-04-2023,36,AGN-105,HR,2,Bangalore,2.183103177,Met,AGN-105,Vikas,,Agent_1
TKT-108227,Network Issue,Medium,Open,19-08-2023,24-08-2023,36,AGN-141,HR,4,Bangalore,1.386541604,Met,AGN-141,Anjali,,Agent_19
TKT-105203,Hardware Failure,Medium,Open,09-07-2023,09-07-2023,36,AGN-154,Finance,2,Bangalore,9.103175704,Met,AGN-154,Sanjay,,Agent_6
TKT-109667,Hardware Failure,Critical,In Progress,23-02-2023,25-02-2023,36,AGN-107,Support,3,Bangalore,26.79838572,Met,AGN-107,Kavya,,Agent_2
TKT-101798,Email Problem,Medium,Resolved,05-04-2023,08-04-2023,36,AGN-117,HR,5,Bangalore,10.8050617,Met,AGN-117,Rohit,,Agent_13
TKT-109600,Login Issue,Low,In Progress,27-07-2023,05-08-2023,36,AGN-142,Finance,1,Bangalore,4.715313279,Met,AGN-142,Nisha,,Agent_13
TKT-105291,Network Issue,Low,Resolved,15-04-2023,23-04-2023,36,AGN-126,Support,3,Bangalore,7.045220311,Met,AGN-126,Deepak,,Agent_12
TKT-105495,Network Issue,Critical,Resolved,18-04-2023,22-04-2023,36,AGN-125,Finance,3,Bangalore,13.58531539,Met,AGN-125,Aishwarya,,Agent_16
TKT-109900,Performance Issue,Critical,Resolved,03-09-2023,03-09-2023,36,AGN-183,Finance,1,Bangalore,26.24590905,Met,AGN-183,Prakash,,Agent_1
TKT-106284,Network Issue,Critical,Resolved,09-10-2023,17-10-2023,36,AGN-162,Finance,4,Bangalore,16.35904058,Met,AGN-162,Sunita,,Agent_12
TKT-107285,Email Problem,Critical,Resolved,30-06-2023,30-06-2023,36,AGN-204,HR,2,Bangalore,28.17589123,Met,AGN-204,Harish,,Agent_13
TKT-101300,Login Issue,Medium,In Progress,10-08-2023,19-08-2023,36,AGN-129,Operations,2,Bangalore,13.00685735,Met,AGN-129,Swathi,,Agent_2
TKT-106869,Hardware Failure,Medium,Open,25-04-2023,29-04-2023,36,AGN-176,Support,4,Bangalore,12.4291548,Met,AGN-176,Anil,,Agent_17
TKT-109435,Software Bug,Critical,Open,12-02-2023,13-02-2023,36,AGN-108,IT,5,Bangalore,7.2816921,Met,AGN-108,Bhavya,,Agent_20
TKT-103097,System Crash,Medium,Open,08-09-2023,17-09-2023,36,AGN-115,Support,2,Bangalore,4.049011921,Met,AGN-115,Mahesh,,Agent_7
TKT-104616,Performance Issue,Medium,Resolved,07-01-2023,12-01-2023,36,AGN-129,HR,2,Bangalore,10.08441843,Met,AGN-129,Lakshmi,,Agent_1
TKT-100009,Performance Issue,Medium,Open,03-08-2023,05-08-2023,36,AGN-198,Finance,4,Bangalore,7.741312221,Met,AGN-198,Kiran,,Agent_18
TKT-105752,System Crash,High,In Progress,25-08-2023,02-09-2023,36,AGN-190,HR,5,Bangalore,25.64597598,Met,AGN-190,Preeti,,Agent_1
TKT-109852,Login Issue,High,Resolved,25-03-2023,30-03-2023,36,AGN-179,Operations,4,Bangalore,11.20655677,Met,AGN-179,Ramesh,,Agent_13
TKT-106295,Email Problem,Medium,In Progress,07-06-2023,11-06-2023,36,AGN-158,Support,5,Bangalore,17.30279849,Met,AGN-158,Shalini,,Agent_10
TKT-104815,Email Problem,Medium,Open,13-09-2023,20-09-2023,36,AGN-169,Support,3,Bangalore,8.923940657,Met,AGN-169,Vikas,,Agent_10
TKT-101072,Email Problem,Low,Resolved,17-07-2023,25-07-2023,36,AGN-177,Operations,4,Bangalore,9.511084819,Met,AGN-177,Anjali,,Agent_9
TKT-103225,Performance Issue,Critical,In Progress,16-05-2023,20-05-2023,36,AGN-130,Operations,4,Bangalore,14.65932983,Met,AGN-130,Sanjay,,Agent_2
TKT-101316,Network Issue,Critical,Resolved,25-04-2023,30-04-2023,36,AGN-132,Support,4,Bangalore,7.321317708,Met,AGN-132,Kavya,,Agent_15
TKT-105699,Hardware Failure,Critical,Open,16-01-2023,22-01-2023,36,AGN-198,HR,3,Bangalore,26.41648746,Met,AGN-198,Rohit,,Agent_14
TKT-106807,Performance Issue,Medium,Resolved,30-07-2023,31-07-2023,36,AGN-139,IT,1,Bangalore,23.95587956,Met,AGN-139,Nisha,,Agent_2
TKT-106674,Hardware Failure,Critical,In Progress,28-02-2023,03-03-2023,36,AGN-136,Finance,1,Bangalore,23.94566303,Met,AGN-136,Deepak,,Agent_9
TKT-103683,Performance Issue,High,Open,06-04-2023,13-04-2023,36,AGN-163,IT,4,Bangalore,6.422461748,Met,AGN-163,Aishwarya,,Agent_2
TKT-107227,System Crash,Medium,In Progress,05-07-2023,10-07-2023,36,AGN-157,HR,4,Bangalore,15.89965882,Met,AGN-157,Prakash,,Agent_5
TKT-103273,Performance Issue,Medium,In Progress,15-02-2023,24-02-2023,36,AGN-130,HR,1,Bangalore,4.262183953,Met,AGN-130,Sunita,,Agent_4
TKT-107000,System Crash,High,Resolved,26-10-2023,04-11-2023,36,AGN-138,HR,2,Bangalore,64.17244775,Breached,AGN-138,Harish,,Agent_7
TKT-100145,Network Issue,High,Open,19-08-2023,22-08-2023,36,AGN-122,Support,1,Bangalore,4.99134971,Met,AGN-122,Swathi,,Agent_4
TKT-105010,Email Problem,Low,Resolved,11-04-2023,17-04-2023,36,AGN-156,Operations,1,Bangalore,15.44729778,Met,AGN-156,Anil,,Agent_12
TKT-103040,Email Problem,High,Open,05-09-2023,09-09-2023,36,AGN-135,Support,3,Bangalore,11.44621247,Met,AGN-135,Bhavya,,Agent_8
TKT-109654,Software Bug,High,In Progress,10-01-2023,16-01-2023,36,AGN-109,Finance,1,Bangalore,9.164374846,Met,AGN-109,Mahesh,,Agent_10
TKT-109776,Performance Issue,Low,In Progress,01-10-2023,01-10-2023,36,AGN-127,HR,3,Bangalore,22.35252342,Met,AGN-127,Lakshmi,,Agent_13
TKT-100482,Network Issue,Low,Open,23-01-2023,25-01-2023,36,AGN-156,HR,4,Bangalore,19.0761706,Met,AGN-156,Kiran,,Agent_10
TKT-103179,Hardware Failure,Low,In Progress,04-08-2023,09-08-2023,36,AGN-120,IT,4,Bangalore,11.89616249,Met,AGN-120,Preeti,,Agent_3
TKT-101249,Performance Issue,Critical,Open,15-12-2023,21-12-2023,36,AGN-191,Operations,1,Bangalore,13.04407924,Met,AGN-191,Ramesh,,Agent_3
TKT-100630,System Crash,Critical,Open,30-12-2023,07-01-2024,36,AGN-201,IT,1,Bangalore,2.554292308,Met,AGN-201,Shalini,,Agent_14
TKT-108853,Hardware Failure,Critical,Resolved,03-05-2023,08-05-2023,36,AGN-103,Operations,4,Bangalore,25.67883995,Met,AGN-103,Vikas,,Agent_18
TKT-102852,Performance Issue,High,Resolved,16-08-2023,25-08-2023,36,AGN-144,HR,5,Bangalore,17.35461522,Met,AGN-144,Anjali,,Agent_20
TKT-100987,Email Problem,Critical,In Progress,20-01-2023,22-01-2023,36,AGN-168,Operations,4,Bangalore,9.156159747,Met,AGN-168,Sanjay,,Agent_15
TKT-107622,Network Issue,Low,Open,16-06-2023,25-06-2023,36,AGN-196,HR,4,Bangalore,89.68434749,Breached,AGN-196,Kavya,,Agent_9
TKT-107327,Login Issue,Critical,In Progress,09-01-2023,18-01-2023,36,AGN-182,IT,4,Bangalore,5.205024099,Met,AGN-182,Rohit,,Agent_19
TKT-109738,Email Problem,Low,In Progress,26-01-2023,29-01-2023,36,AGN-185,HR,1,Bangalore,71.72129451,Breached,AGN-185,Nisha,,Agent_18
TKT-108841,Email Problem,Critical,Resolved,29-04-2023,01-05-2023,36,AGN-129,HR,5,Bangalore,13.57006841,Met,AGN-129,Deepak,,Agent_12
TKT-109160,Network Issue,Low,In Progress,10-07-2023,12-07-2023,36,AGN-195,IT,2,Bangalore,24.69106148,Met,AGN-195,Aishwarya,,Agent_3
TKT-101100,Network Issue,Low,Open,31-12-2023,31-12-2023,36,AGN-175,Finance,3,Bangalore,13.47663187,Met,AGN-175,Prakash,,Agent_3
TKT-106652,Email Problem,Medium,Resolved,22-09-2023,23-09-2023,36,AGN-186,Support,3,Bangalore,27.47472886,Met,AGN-186,Sunita,,Agent_14
TKT-108632,Login Issue,High,Resolved,26-01-2023,26-01-2023,36,AGN-176,Operations,1,Bangalore,13.78348194,Met,AGN-176,Harish,,Agent_2
TKT-107421,Network Issue,Critical,Open,08-04-2023,16-04-2023,36,AGN-110,IT,3,Bangalore,14.47350202,Met,AGN-110,Swathi,,Agent_2
TKT-105016,Login Issue,Critical,Resolved,15-06-2023,16-06-2023,36,AGN-121,Support,5,Bangalore,53.34278357,Breached,AGN-121,Anil,,Agent_17
TKT-100769,Login Issue,High,Open,28-04-2023,06-05-2023,36,AGN-118,Support,4,Bangalore,9.486630682,Met,AGN-118,Bhavya,,Agent_3
TKT-101343,Network Issue,High,Resolved,03-02-2023,08-02-2023,36,AGN-172,Finance,3,Bangalore,23.20823822,Met,AGN-172,Mahesh,,Agent_14
TKT-104358,System Crash,Critical,Resolved,23-09-2023,29-09-2023,36,AGN-181,IT,5,Bangalore,16.6882722,Met,AGN-181,Lakshmi,,Agent_18
TKT-109769,Performance Issue,Medium,In Progress,07-02-2023,14-02-2023,36,AGN-126,HR,2,Bangalore,4.513336302,Met,AGN-126,Kiran,,Agent_4
TKT-106780,Email Problem,Critical,Resolved,23-01-2023,24-01-2023,36,AGN-124,Operations,3,Bangalore,12.30001959,Met,AGN-124,Preeti,,Agent_5
TKT-106602,Hardware Failure,Medium,Resolved,29-08-2023,06-09-2023,36,AGN-127,Support,4,Bangalore,17.82888606,Met,AGN-127,Ramesh,,Agent_12
TKT-102349,Hardware Failure,Critical,Open,25-08-2023,31-08-2023,36,AGN-160,Support,1,Bangalore,19.52983151,Met,AGN-160,Shalini,,Agent_9
TKT-105699,Hardware Failure,Critical,Open,16-01-2023,22-01-2023,36,AGN-195,HR,3,Bangalore,10.30000994,Met,AGN-195,Vikas,,Agent_14
TKT-101241,Software Bug,Critical,In Progress,11-05-2023,19-05-2023,36,AGN-156,Finance,5,Bangalore,78.04973231,Breached,AGN-156,Anjali,,Agent_5
TKT-101125,Login Issue,Critical,Open,26-12-2023,01-01-2024,36,AGN-104,Operations,4,Bangalore,100.2216674,Breached,AGN-104,Sanjay,,Agent_1
TKT-109382,Software Bug,Low,In Progress,03-09-2023,09-09-2023,36,AGN-178,Operations,4,Bangalore,14.07343886,Met,AGN-178,Kavya,,Agent_1
TKT-106764,Performance Issue,Low,Open,28-06-2023,06-07-2023,36,AGN-122,Support,5,Bangalore,19.84677993,Met,AGN-122,Rohit,,Agent_19
TKT-105101,Network Issue,Critical,Open,27-07-2023,01-08-2023,36,AGN-204,IT,5,Bangalore,27.31251407,Met,AGN-204,Nisha,,Agent_7
TKT-107843,Software Bug,Medium,In Progress,28-05-2023,05-06-2023,36,AGN-132,Support,1,Bangalore,28.08801586,Met,AGN-132,Deepak,,Agent_10
TKT-100072,Login Issue,High,Resolved,21-07-2023,21-07-2023,36,AGN-133,Support,4,Bangalore,25.6734118,Met,AGN-133,Aishwarya,,Agent_8
TKT-105472,Login Issue,Medium,Resolved,28-09-2023,29-09-2023,36,AGN-167,Finance,5,Bangalore,8.810842892,Met,AGN-167,Prakash,,Agent_5
TKT-105189,Network Issue,Critical,Open,27-07-2023,01-08-2023,36,AGN-160,Finance,3,Bangalore,18.42352949,Met,AGN-160,Sunita,,Agent_3
TKT-102472,Software Bug,High,Open,27-03-2023,03-04-2023,36,AGN-184,Support,5,Bangalore,7.8356439,Met,AGN-184,Harish,,Agent_1
TKT-100707,Software Bug,High,In Progress,15-02-2023,19-02-2023,36,AGN-170,Support,5,Bangalore,83.38037686,Breached,AGN-170,Swathi,,Agent_16
TKT-101804,Software Bug,High,Open,16-10-2023,19-10-2023,36,AGN-200,Operations,2,Bangalore,5.207363975,Met,AGN-200,Anil,,Agent_15
TKT-106704,Login Issue,High,Open,15-07-2023,21-07-2023,36,AGN-161,Support,3,Bangalore,4.169513805,Met,AGN-161,Bhavya,,Agent_11
TKT-103713,Login Issue,Low,In Progress,06-08-2023,06-08-2023,36,AGN-103,Operations,2,Bangalore,93.12769918,Breached,AGN-103,Mahesh,,Agent_15
TKT-105051,System Crash,Critical,Resolved,13-01-2023,21-01-2023,36,AGN-109,HR,1,Bangalore,6.463290582,Met,AGN-109,Lakshmi,,Agent_11
TKT-102475,Login Issue,High,Resolved,03-03-2023,04-03-2023,36,AGN-170,Operations,2,Bangalore,18.11257015,Met,AGN-170,Kiran,,Agent_6
TKT-103610,Hardware Failure,Low,Resolved,03-05-2023,12-05-2023,36,AGN-180,Support,2,Bangalore,24.22335374,Met,AGN-180,Preeti,,Agent_3
TKT-104255,Performance Issue,Medium,Open,24-04-2023,28-04-2023,36,AGN-162,Finance,2,Bangalore,17.95708691,Met,AGN-162,Ramesh,,Agent_4
TKT-107397,Hardware Failure,Critical,In Progress,30-09-2023,05-10-2023,36,AGN-111,Finance,4,Bangalore,27.76010741,Met,AGN-111,Shalini,,Agent_9
TKT-101735,Email Problem,Medium,Open,27-01-2023,01-02-2023,36,AGN-161,HR,5,Bangalore,9.68726103,Met,AGN-161,Vikas,,Agent_12
TKT-109777,Email Problem,High,Open,20-01-2023,26-01-2023,36,AGN-203,Support,2,Bangalore,18.53651,Met,AGN-203,Anjali,,Agent_14
TKT-108258,Hardware Failure,Critical,In Progress,09-11-2023,16-11-2023,36,AGN-151,Finance,3,Bangalore,12.8325805,Met,AGN-151,Sanjay,,Agent_16
TKT-107979,Hardware Failure,Medium,In Progress,14-01-2023,20-01-2023,36,AGN-159,Finance,1,Bangalore,14.31223572,Met,AGN-159,Kavya,,Agent_18
TKT-102428,Software Bug,High,Open,01-03-2023,01-03-2023,36,AGN-182,HR,4,Bangalore,20.4348724,Met,AGN-182,Rohit,,Agent_7
TKT-107426,Network Issue,Low,Resolved,27-01-2023,27-01-2023,36,AGN-176,IT,4,Bangalore,91.74781951,Breached,AGN-176,Nisha,,Agent_4
TKT-108533,Hardware Failure,Medium,Resolved,11-09-2023,18-09-2023,36,AGN-125,Finance,1,Bangalore,14.0131424,Met,AGN-125,Deepak,,Agent_18
TKT-105249,Software Bug,Medium,Resolved,15-10-2023,17-10-2023,36,AGN-156,Operations,4,Bangalore,4.310851201,Met,AGN-156,Aishwarya,,Agent_3
TKT-105291,Network Issue,Low,Resolved,15-04-2023,23-04-2023,36,AGN-117,Support,3,Bangalore,18.66235821,Met,AGN-117,Prakash,,Agent_12
TKT-102817,Network Issue,Low,Resolved,22-10-2023,27-10-2023,36,AGN-138,Operations,3,Bangalore,22.21955163,Met,AGN-138,Sunita,,Agent_1
